Common Name,Scientific Name,Status,State
nutrush,Scleria reticularis reticulated,ST,Indiana
scorpion moss,Scorpidium scorpioides hooked,SE,Indiana
var. parvula small skullcap,Scutellaria parvula,SE,Indiana
skullcap,Scutellaria saxatilis rock,SE,Indiana
spike-moss,Selaginella rupestris ledge,SE,Indiana
Virginia mallow,Sida hermaphrodita,SE,Indiana
bumelia,Sideroxylon lycioides buckthorn,SE,Indiana
catchfly,Silene ovata ovate,SE,Indiana
catchfly,Silene regia royal,SE,Indiana
blue-eyed-grass,Sisyrinchium montanum strict,SE,Indiana
Buckley's goldenrod,Solidago buckleyi,SE,Indiana
goldenrod,Solidago rupestris rock,SE,Indiana
Short's goldenrod,Solidago shortii,SE,Indiana
var. gillmanii sticky goldenrod,Solidago simplex,ST,Indiana
goldenrod,Solidago squarrosa stout-ragged,SE,Indiana
bur-reed,Sparganium androcladum branching,ST,Indiana
pinkroot,Spigelia marilandica woodland,SE,Indiana
Appalachian ladies'-tresses,Spiranthes arcisepala,SE,Indiana
ladies'-tresses,Spiranthes lucida shining,ST,Indiana
Great Plains ladies'-tresses,Spiranthes magnicamporum,ST,Indiana
nodding ladies'-tresses,Spiranthes ochroleuca yellow,ST,Indiana
ladies'-tresses,Spiranthes romanzoffiana hooded,SE,Indiana
featherbells,Stenanthium gramineum eastern,ST,Indiana
summer bluets,Stenaria nigricans narrowleaf,ST,Indiana
ssp. occidentalis slender pondweed,Stuckenia filiformis,SE,Indiana
American snowbell,Styrax americanus,ST,Indiana
snowbell,Styrax grandifolius large-leaf,SE,Indiana
Sullivantia,Sullivantia sullivantii,ST,Indiana
aster,Symphyotrichum boreale rushlike,ST,Indiana
aster,Symphyotrichum oblongifolium aromatic,ST,Indiana
silvery aster,Symphyotrichum sericeum western,ST,Indiana
var. distichum bald cypress,Taxodium distichum,ST,Indiana
American yew,Taxus canadensis,SE,Indiana
Brown's four-toothed moss,Tetrodontium brownianum,SE,Indiana
meadowrue,Thalictrum pubescens tall,ST,Indiana
white cedar,Thuja occidentalis northern,SE,Indiana
dogbane,Thyrsanthella difformis climbing,ST,Indiana
var. glabrum buffalo clover,Trifolium reflexum,SE,Indiana
buffalo clover,Trifolium stoloniferum running,SE,Indiana
arrow-grass,Triglochin palustris marsh,ST,Indiana
var. macranthum nodding trillium,Trillium cernuum,SE,Indiana
bladderwort,Utricularia cornuta horned,SE,Indiana
bladderwort,Utricularia geminiscapa hidden-fruited,SE,Indiana
bladderwort,Utricularia minor lesser,ST,Indiana
swollen bladderwort,Utricularia radiata small,SE,Indiana
bladderwort,Utricularia resupinata northeastern,SE,Indiana
bladderwort,Utricularia subulata zigzag,ST,Indiana
bellwort,Uvularia perfoliata,SE,Indiana
cranberry,Vaccinium macrocarpon large,ST,Indiana
blueberry,Vaccinium myrtilloides velvetleaf,SE,Indiana
cranberry,Vaccinium oxycoccos small,ST,Indiana
var. ciliata hairy valerian,Valeriana edulis,SE,Indiana
valerian,Valeriana uliginosa marsh,SE,Indiana
fern,Vandenboschia boschiana filmy,SE,Indiana
Virginia bunchflower,Veratrum virginicum,SE,Indiana
crownbeard,Verbesina occidentalis yellow,SE,Indiana
wild-raisin,Viburnum cassinoides northern,SE,Indiana
arrow-wood,Viburnum molle softleaf,ST,Indiana
var. americanum highbush-cranberry,Viburnum opulus,SE,Indiana
Baxter's violet,Viola baxteri,SE,Indiana
Eggleston's violet,Viola egglestonii,SE,Indiana
wood violet,Viola hirsutula southern,SE,Indiana
violet,Viola pedatifida prairie,ST,Indiana
violet,Viola primulifolia primrose-leaf,ST,Indiana
grape,Vitis palmata catbird,ST,Indiana
grape,Vitis rupestris sand,SE,Indiana
Appalachian vittaria,Vittaria appalachiana,ST,Indiana
American wisteria,Wisteria frutescens,ST,Indiana
bogmat,Wolffiella gladiata sword,ST,Indiana
Carolina yellow-eyed grass,Xyris difformis,ST,Indiana
Southern Bog Lemming,Synaptomys cooperi,Endangered,Iowa
Northern Myotis,Myotis septentrionalis,Endangered,Iowa
Indiana Myotis,Myotis sodalis,Endangered,Iowa
Plains Spotted Skunk,Spilogale interrupta,Endangered,Iowa
Piping Plover,Charadrius melodus,Endangered,Iowa
Lake Sturgeon,Acipenser fulvescens,Endangered,Iowa
Pallid Sturgeon,Scaphirhynchus albus,Endangered,Iowa
Western Silvery Minnow,Hybognathus argyritis,Endangered,Iowa
Sturgeon Chub,Macrhybopsis gelida,Endangered,Iowa
Sicklefin Chub,Macrhybopsis meeki,Endangered,Iowa
Northern Pearl Dace,Margariscus nachtriebi,Endangered,Iowa
Pugnose Shiner,Miniellus anogenus,Endangered,Iowa
Blacknose Shiner,Notropis heterolepis,Endangered,Iowa
Ghost Shiner,Paranotropis buchanani,Endangered,Iowa
Starhead Topminnow,Fundulus dispar,Endangered,Iowa
Plains Topminnow,Fundulus sciadicus,Endangered,Iowa
Crystal Darter,Crystallaria asprella,Endangered,Iowa
Bluntnose Darter,Etheostoma chlorosoma,Endangered,Iowa
Least Darter,Etheostoma microperca,Endangered,Iowa
Great Plains Skink,Plestiodon obsoletus,Endangered,Iowa
Western Hog-nosed Snake,Heterodon nasicus,Endangered,Iowa
Eastern Copperhead,Agkistrodon contortrix,Endangered,Iowa
Prairie Rattlesnake,Crotalus viridis,Endangered,Iowa
Eastern Massasauga,Sistrurus catenatus,Endangered,Iowa
Western Massasauga,Sistrurus tergeminus,Endangered,Iowa
Wood Turtle,Glyptemis insculpta,Endangered,Iowa
Yellow Mud Turtle,Kinosternon flavescens,Endangered,Iowa
Blue-spotted Salamander,Ambystoma laterale,Endangered,Iowa
Rusty Patched Bumble Bee,Bombus affinis,Endangered,Iowa
Mottled Duskywing,Gesta martialis,Endangered,Iowa
Arogos Skipper,Atrytone arogos,Endangered,Iowa
Dusted Skipper,Atrytonopsis hianna,Endangered,Iowa
Dakota Skipper,Hesperia dacotae,Endangered,Iowa
Ottoe Skipper,Hesperia ottoe,Endangered,Iowa
Poweshiek Skipperling,Oarisma poweshiek,Endangered,Iowa
Mulberry Wing,Poanes massasoit,Endangered,Iowa
Prairie Bluet,Coenagrion angulatum,Endangered,Iowa
Bluff Vertigo,Vertigo meramecensis,Endangered,Iowa
Iowa Pleistocene Snail,Discus macclintocki,Endangered,Iowa
Slippershell,Alasmidonta viridis,Endangered,Iowa
Spectaclecase,Cumberlandia monodonta,Endangered,Iowa
Purple Wartyback,Cyclonaias tuberculata,Endangered,Iowa
Spike,Eurynia dilatata,Endangered,Iowa
Sheepnose,Plethobasus cyphyus,Endangered,Iowa
Round Pigtoe,Pleurobema sintoxia,Endangered,Iowa
Salamander Mussel,Simpsonaias ambigua,Endangered,Iowa
White-tailed Jackrabbit,Lepus townsendii,Threatened,Iowa
Plains Pocket Gopher,Geomys bursarius,Threatened,Iowa
Plains Pocket Mouse,Perognathus flavescens,Threatened,Iowa
North American Least Shrew,Cryptotis parvus,Threatened,Iowa
Little Brown Myotis,Myotis lucifugus,Threatened,Iowa
Tricolored Bat,Perimyotis subflavus,Threatened,Iowa
Chuck-will’s-widow,Antrostomus carolinensis,Threatened,Iowa
King Rail,Rallus elegans,Threatened,Iowa
Least Tern,Sternula antillarum,Threatened,Iowa
Black Tern,Chlidonias niger,Threatened,Iowa
Forster’s Tern,Sterna forsteri,Threatened,Iowa
Long-eared Owl,Asio otus,Threatened,Iowa
Short-eared Owl,Asio flammeus,Threatened,Iowa
Chestnut Lamprey,Ichthyomyzon castaneus,Threatened,Iowa
American Eel,Anguilla rostrata,Threatened,Iowa
Skipjack Herring,Alosa chrysochloris,Threatened,Iowa
Weed Shiner,Alburnops texanus,Threatened,Iowa
Redfin Shiner,Lythrurus umbratilis,Threatened,Iowa
Topeka Shiner,Miniellus topeka,Threatened,Iowa
Freckled Madtom,Noturus nocturnus,Threatened,Iowa
Pugnose Minnow,Opsopoeodus emiliae,Threatened,Iowa
Pirate Perch,Aphredoderus sayanus,Threatened,Iowa
Redfin Pickerel,Esox americanus,Threatened,Iowa
Trout-perch,Percopsis omiscomaycus,Threatened,Iowa
Banded Killifish,Fundulus diaphanus,Threatened,Iowa
Mottled Sculpin,Cottus bairdii,Threatened,Iowa
Western Sand Darter,Ammocrypta clara,Threatened,Iowa
Burbot,Lota lota,Threatened,Iowa
Slender Glass Lizard,Ophisaurus attenuatus,Threatened,Iowa
Western Wormsnake,Carphophis vermis,Threatened,Iowa
Speckled Kingsnake,Lampropeltis holbrooki,Threatened,Iowa
Plain-bellied Watersnake,Nerodia erythrogaster,Threatened,Iowa
Diamond-backed Watersnake,Nerodia rhombifer,Threatened,Iowa
Gophersnake,Pituophis catenifer,Threatened,Iowa
Graham’s Crayfish Snake,Regina grahamii,Threatened,Iowa
Blanding’s Turtle,Emydoidea blandingii,Threatened,Iowa
Ornate Box Turtle,Terrapene ornata,Threatened,Iowa
Eastern Musk Turtle,Sternotherus odoratus,Threatened,Iowa
Mudpuppy,Necturus maculosus,Threatened,Iowa
Eastern Newt,Notophthalmus viridescens,Threatened,Iowa
Two-spotted Skipper,Euphyes bimacula,Threatened,Iowa
Crossline Skipper,Limochores origenes,Threatened,Iowa
Leonard’s Skipper,Hesperia leonardus,Threatened,Iowa
Olympia Marble,Euchloe olympia,Threatened,Iowa
Regal Fritillary,Argynnis idalia,Threatened,Iowa
Baltimore Checkerspot,Euphydryas phaeton,Threatened,Iowa
Taiga Bluet,Coenagrion resolutum,Threatened,Iowa
Sioux Snaketail,Ophiogomphus smithi,Threatened,Iowa
Westfall’s Snaketail,Ophiogomphus westfalli,Threatened,Iowa
Plains Emerald,Somatochlora ensigera,Threatened,Iowa
Midwest Pleistocene Vertigo,Vertigo arthuri,Threatened,Iowa
Mucket,Ortmanniana ligamentina,Threatened,Iowa
Higgins’ Eye Pearlymussel,Lampsilis higginsi,Threatened,Iowa
Yellow Sandshell,Lampsilis teres,Threatened,Iowa
Monkeyface,Theliderma metanevra,Threatened,Iowa
Pistolgrip,Tritogonia verrucosa,Threatened,Iowa
Ellipse,Venustaconcha ellipsiformis,Threatened,Iowa
Pale false foxglove,Agalinis skinneriana,Endangered,Iowa
Roundleaf serviceberry,Amelanchier sanguinea,Endangered,Iowa
Raccoon grape,Ampelopsis cordata,Endangered,Iowa
Pearly everlasting,Anaphalis margaritacea,Endangered,Iowa
Sand bluestem,Andropogon hallii,Endangered,Iowa
Round-lobed hepatica,Anemone americana,Endangered,Iowa
Carolina anemone,Anemone caroliniana,Endangered,Iowa
Virginia snakeroot,Aristolochia serpentaria,Endangered,Iowa
Black chokeberry,Aronia melanocarpa,Endangered,Iowa
Fringed sagewort,Artemisia frigida,Endangered,Iowa
Mead’s milkweed,Asclepias meadii,Endangered,Iowa
Showy milkweed,Asclepias speciosa,Endangered,Iowa
Green antelopehorn,Asclepias viridis,Endangered,Iowa
Field milkvetch,Astragalus agrestis,Endangered,Iowa
Prairie milkvetch,Astragalus laxmannii,Endangered,Iowa
Fern-leaved false foxglove,Aureolaria pedicularia,Endangered,Iowa
Water marigold,Bidens beckii,Endangered,Iowa
Matricary grape fern,Botrychium matricariifolium,Endangered,Iowa
Little grapefern,Botrychium simplex,Endangered,Iowa
Swamp moonwort,Botrychium tenebrosum,Endangered,Iowa
White-tinged sedge,Carex albicans,Endangered,Iowa
Back’s sedge,Carex backii,Endangered,Iowa
Cordroot sedge,Carex chordorrhiza,Endangered,Iowa
Fringed sedge,Carex crinita,Endangered,Iowa
Star sedge,Carex echinata,Endangered,Iowa
Shoreline sedge,Carex hyalenolepis,Endangered,Iowa
Hoplike sedge,Carex lupuliformis,Endangered,Iowa
Intermediate sedge,Carex media,Endangered,Iowa
Plantain-leaved sedge,Carex plantaginea,Endangered,Iowa
Drooping sedge,Carex prasina,Endangered,Iowa
Cyperus-like sedge,Carex pseudocyperus,Endangered,Iowa
Reflexed sedge,Carex retroflexa,Endangered,Iowa
Rocky Mountain sedge,Carex saximontana,Endangered,Iowa
Fireweed,Chamaenerion angustifolium,Endangered,Iowa
Pipsissewa,Chimaphila umbellata,Endangered,Iowa
Drooping woodreed,Cinna latifolia,Endangered,Iowa
Purple clematis,Clematis occidentalis,Endangered,Iowa
Blue-eyed mary,Collinsia verna,Endangered,Iowa
Spotted coralroot,Corallorhiza maculata,Endangered,Iowa
Golden corydalis,Corydalis aurea,Endangered,Iowa
Large-bracted corydalis,Corydalis curvisiliqua,Endangered,Iowa
Pale corydalis,Corydalis flavula,Endangered,Iowa
Pink corydalis,Corydalis sempervirens,Endangered,Iowa
Silky prairie-clover,Dalea villosa,Endangered,Iowa
Tree clubmoss,Dendrolycopodium dendroideum,Endangered,Iowa
Sessile-leaved tick trefoil,Desmodium sessilifolium,Endangered,Iowa
Roundleaved sundew,Drosera rotundifolia,Endangered,Iowa
Marginal shield fern,Dryopteris marginalis,Endangered,Iowa
Purple coneflower,Echinacea purpurea,Endangered,Iowa
Elliptic spikerush,Eleocharis elliptica,Endangered,Iowa
Few-flowered spikerush,Eleocharis quinqueflora,Endangered,Iowa
Wolf’s spikerush,Eleocharis wolfii,Endangered,Iowa
Wiegand’s wildrye,Elymus wiegandii,Endangered,Iowa
Downy willowherb,Epilobium strictum,Endangered,Iowa
Slender cottongrass,Eriophorum gracile,Endangered,Iowa
Tawny cottongrass,Eriophorum virginicum,Endangered,Iowa
Wood spurge,Euphorbia commutata,Endangered,Iowa
Forked aster,Eurybia furcata,Endangered,Iowa
Large-leaved aster,Eurybia macrophylla,Endangered,Iowa
Schreber’s aster,Eurybia schreberi,Endangered,Iowa
Queen of the prairie,Filipendula rubra,Endangered,Iowa
False mermaid,Floerkea proserpinacoides,Endangered,Iowa
Rough bedstraw,Galium asprellum,Endangered,Iowa
Black Huckleberry,Gaylussacia baccata,Endangered,Iowa
Hairy goldenaster,Heterotheca villosa,Endangered,Iowa
Povertygrass,Hudsonia tomentosa,Endangered,Iowa
Rock clubmoss,Huperzia porophila,Endangered,Iowa
Canadian St. Johnswort,Hypericum canadense,Endangered,Iowa
Pineweed,Hypericum gentianoides,Endangered,Iowa
Flax-leaved aster,Ionactis linariifolia,Endangered,Iowa
White morning-glory,Ipomoea lacunosa,Endangered,Iowa
Black-based quillwort,Isoetes melanopoda,Endangered,Iowa
Alpine rush,Juncus alpinoarticulatus,Endangered,Iowa
Edged rush,Juncus marginatus,Endangered,Iowa
Vasey’s rush,Juncus vaseyi,Endangered,Iowa
Creeping juniper,Juniperus horizontalis,Endangered,Iowa
Intermediate pinweed,Lechea intermedia,Endangered,Iowa
Hairy pinweed,Lechea mucronata,Endangered,Iowa
Wild lupine,Lupinus perennis,Endangered,Iowa
Bog clubmoss,Lycopodiella inundata,Endangered,Iowa
Hairy waterclover,Marsilea vestita,Endangered,Iowa
Millet grass,Milium effusum,Endangered,Iowa
Sensitive briar,Mimosa nuttallii,Endangered,Iowa
Partridge berry,Mitchella repens,Endangered,Iowa
Naked miterwort,Mitella nuda,Endangered,Iowa
Mat muhly,Muhlenbergia richardsonis,Endangered,Iowa
Small sundrops,Oenothera perennis,Endangered,Iowa
Fragile prickly-pear,Opuntia fragilis,Endangered,Iowa
Frenchgrass,Orbexilum onobrychis,Endangered,Iowa
Clustered broomrape,Orobanche fasciculata,Endangered,Iowa
One-sided shinleaf,Orthilia secunda,Endangered,Iowa
Rough-leaved ricegrass,Oryzopsis asperifolia,Endangered,Iowa
Cinnamon fern,Osmundastrum cinnamomeum,Endangered,Iowa
Philadelphia panic grass,Panicum philadelphicum,Endangered,Iowa
Arrow arum,Peltandra virginica,Endangered,Iowa
Cobaea beardtongue,Penstemon cobaea,Endangered,Iowa
Slender beardtongue,Penstemon gracilis,Endangered,Iowa
Tube beardtongue,Penstemon tubaeflorus,Endangered,Iowa
Wild dill,Perideridia americana,Endangered,Iowa
Long beechfern,Phegopteris connectilis,Endangered,Iowa
Fameflower,Phemeranthus parviflorus,Endangered,Iowa
Rough-seeded fameflower,Phemeranthus rugospermus,Endangered,Iowa
Mountain ricegrass,Piptatherum pungens,Endangered,Iowa
Wood orchid,Platanthera clavellata,Endangered,Iowa
Hooker’s orchid,Platanthera hookeri,Endangered,Iowa
Green fringed orchid,Platanthera lacera,Endangered,Iowa
Eastern prairie fringed orchid,Platanthera leucophaea,Endangered,Iowa
Woodland Bluegrass,Poa saltuensis,Endangered,Iowa
Clammyweed,Polansia jamesii,Endangered,Iowa
Crossleaf milkwort,Polygala cruciata,Endangered,Iowa
Pink milkwort,Polygala incarnata,Endangered,Iowa
Purple milkwort,Polygala polygama,Endangered,Iowa
Hairy Solomon’s-seal,Polygonatum pubescens,Endangered,Iowa
Jointweed,Polygonella articulata,Endangered,Iowa
White-stemmed pondweed,Potamogeton praelongus,Endangered,Iowa
Silverweed,Potentilla anserina,Endangered,Iowa
Pennsylvania cinquefoil,Potentilla pensylvanica,Endangered,Iowa
Stem flower dewberry,Rubus caulifloris,Endangered,Iowa
Washington dewberry,Rubus celer,Endangered,Iowa
Swamp dewberry,Rubus hispidus,Endangered,Iowa
Recurved blackberry,Rubus recurvans,Endangered,Iowa
New England blackberry,Rubus semisetosus,Endangered,Iowa
Bottomland dewberry,Rubus serratus,Endangered,Iowa
Uniform bristleberry,Rubus uniformis,Endangered,Iowa
Shining willow,Salix lucida,Endangered,Iowa
Smith’s bulrush,Schoenoplectiella smithii,Endangered,Iowa
Downy skullcap,Scutellaria incana,Endangered,Iowa
Veined skullcap,Scutellaria nervosa,Endangered,Iowa
Wild stonecrop,Sedum ternatum,Endangered,Iowa
Meadow spikemoss,Selaginella eclipes,Endangered,Iowa
Knotweed bristlegrass,Setaria parviflora,Endangered,Iowa
Annual skeletonweed,Shinneroseris rostata,Endangered,Iowa
Three-toothed cinquefoil,Sibbaldiopsis tridentata,Endangered,Iowa
Needle-pointed blue-eyed grass,Sisyrinchium mucronatum,Endangered,Iowa
Rough-leaved goldenrod,Solidago patula,Endangered,Iowa
Bog goldenrod,Solidago uliginosa,Endangered,Iowa
Yellow-lipped ladies-tresses,Spiranthes lucida,Endangered,Iowa
Hooded ladies-tresses,Spiranthes romanzoffiana,Endangered,Iowa
Little ladies-tresses,Spiranthes tuberosa,Endangered,Iowa
Spring ladies-tresses,Spiranthes vernalis,Endangered,Iowa
Rough-leaved hedge-nettle,Stachys aspera,Endangered,Iowa
Pickering morning-glory,Stylisma pickeringii,Endangered,Iowa
Snowberry,Symphoricarpos albus,Endangered,Iowa
Waxy meadowrue,Thalictrum amphibolum,Endangered,Iowa
Western spiderwort,Tradescantia occidentalis,Endangered,Iowa
Small bladderwort,Utricularia minor,Endangered,Iowa
Sessile-leaf bellwort,Uvularia sessilifolia,Endangered,Iowa
Low sweet blueberry,Vaccinium angustifolium,Endangered,Iowa
Velvetleaf blueberry,Vaccinium myrtilloides,Endangered,Iowa
American brookline,Veronica americana,Endangered,Iowa
Maple-leaved arrowwood,Viburnum acerifolium,Endangered,Iowa
Spurred violet,Viola adunca,Endangered,Iowa
Large-leaved violet,Viola blanda,Endangered,Iowa
Frost grape,Vitis vulpina,Endangered,Iowa
Rusty woodsia,Woodsia ilvensis,Endangered,Iowa
Oregon woodsia,Woodsia oregana,Endangered,Iowa
Slender three-seeded mercury,Acalypha gracilens,Threatened,Iowa
Northern wild monkshood,Aconitum noveboracense,Threatened,Iowa
Round-stemmed false foxglove,Agalinis gattingeri,Threatened,Iowa
Inland serviceberry,Amelanchier interior,Threatened,Iowa
Fragrant false indigo,Amorpha nana,Threatened,Iowa
Woolly milkweed,Asclepias lanuginosa,Threatened,Iowa
Oval-leaved milkweed,Asclepias ovalifolia,Threatened,Iowa
Narrow-leaved milkweed,Asclepias stenophylla,Threatened,Iowa
Pawpaw,Asimina triloba,Threatened,Iowa
Water parsnip,Berula erecta,Threatened,Iowa
Watershield,Brasenia schreberi,Threatened,Iowa
Poppy mallow,Callirhoe triangulata,Threatened,Iowa
Water-starwort,Callitriche heterophylla,Threatened,Iowa
Low bindweed,Calystegia spithamaea,Threatened,Iowa
Assiniboine sedge,Carex assininboinensis,Threatened,Iowa
Carey’s sedge,Carex careyana,Threatened,Iowa
Fibrous-root sedge,Carex communis,Threatened,Iowa
Spreading sedge,Carex laxiculmis,Threatened,Iowa
Delicate sedge,Carex leptalea,Threatened,Iowa
Yellow sedge,Carex lurida,Threatened,Iowa
Sterile sedge,Carex sterilis,Threatened,Iowa
Quill sedge,Carex tenera,Threatened,Iowa
Shaved sedge,Carex tonsa,Threatened,Iowa
Wood’s sedge,Carex woodii,Threatened,Iowa
Pink turtlehead,Chelone obliqua,Threatened,Iowa
Marsh cinquefoil,Comarum palustre,Threatened,Iowa
Dayflower,Commelina erecta,Threatened,Iowa
Bunchberry,Cornus canadensis,Threatened,Iowa
Fireberry hawthorn,Crataegus chrysocarpa,Threatened,Iowa
Waxy-fruited hawthorn,Crataegus pruinosa,Threatened,Iowa
Showy lady’s slipper,Cypripedium reginae,Threatened,Iowa
Shrubby cinquefoil,Dasiphora fruticosa,Threatened,Iowa
Silvery spleenwort,Deparia acrostichoides,Threatened,Iowa
Northern panic-grass,Dichanthelium boreale,Threatened,Iowa
Slim-leaved panic-grass,Dichanthelium linearifolium,Threatened,Iowa
Narrow-leaved spleenwort,Diplazium pynocarpon,Threatened,Iowa
Glandular wood fern,Dryopteris intermedia,Threatened,Iowa
Oval spikerush,Eleocharis ovata,Threatened,Iowa
Woodland horsetail,Equisetum sylvaticum,Threatened,Iowa
Yellow trout lily,Erythronium americanum,Threatened,Iowa
Upland boneset,Eupatorium sessilifolium,Threatened,Iowa
Slender fimbry,Fimbristylis autumnalis,Threatened,Iowa
Blue ash,Fraxinus quadrangulata,Threatened,Iowa
Bog bedstraw,Galium labradoricum,Threatened,Iowa
Oak fern,Gymnocarpium dryopteris,Threatened,Iowa
Needle-and-thread grass,Hesperostipa comata,Threatened,Iowa
Green violet,Hybanthus concolor,Threatened,Iowa
Winterberry,Ilex verticillata,Threatened,Iowa
Twinleaf,Jeffersonia diphylla,Threatened,Iowa
Green rush,Juncus greenii,Threatened,Iowa
Dwarf dandelion,Krigia virginica,Threatened,Iowa
Prairie bush clover,Lespedeza leptostachya,Threatened,Iowa
Cleft conobea,Leucospora multifida,Threatened,Iowa
Twinflower,Linnaea borealis,Threatened,Iowa
Whiskbroom parsley,Lomatium foeniculaceum,Threatened,Iowa
Western parsley,Lomatium orientale,Threatened,Iowa
Running clubmoss,Lycopodium clavatum,Threatened,Iowa
Bunchflower,Melanthium virginicum,Threatened,Iowa
Ten-petaled blazingstar,Mentzelia decapetala,Threatened,Iowa
Bog buckbean,Menyanthes trifoliata,Threatened,Iowa
Northern lungwort,Mertensia paniculata,Threatened,Iowa
Rock sandwort,Minuartia michauxii,Threatened,Iowa
Pinesap,Monotropa hypopithys,Threatened,Iowa
Southern adder’s-tongue,Ophioglossum vulgatum,Threatened,Iowa
Royal fern,Osmunda regalis,Threatened,Iowa
Purple cliffbrake,Pellaea atropurpurea,Threatened,Iowa
White beardtongue,Penstemon albidus,Threatened,Iowa
Broad beech fern,Phegopteris hexagonoptera,Threatened,Iowa
Northern bog orchid,Platanthera aquilonis,Threatened,Iowa
Western prairie fringed orchid,Platanthera praeclara,Threatened,Iowa
Purple fringed orchid,Platanthera psycodes,Threatened,Iowa
Bog bluegrass,Poa paludigena,Threatened,Iowa
Nodding rattlesnake-root,Prenanthes crepidinea,Threatened,Iowa
Canada plum,Prunus nigra,Threatened,Iowa
Sand cherry,Prunus pumila,Threatened,Iowa
Pink shinleaf,Pyrola asarifolia,Threatened,Iowa
Meadow beauty,Rhexia virginica,Threatened,Iowa
Northern currant,Ribes hudsonianum,Threatened,Iowa
Wood’s rose,Rosa woodsii,Threatened,Iowa
Garden dewberry,Rubus aboriginum,Threatened,Iowa
Short-stalked dewberry,Rubus curtipes,Threatened,Iowa
Southern dewberry,Rubus enslenii,Threatened,Iowa
Iron River dewberry,Rubus ferrofluvius,Threatened,Iowa
Common dewberry,Rubus flagellaris,Threatened,Iowa
Fuller’s bristly dewberry,Rubus fulleri,Threatened,Iowa
Downy dewberry,Rubus satis,Threatened,Iowa
Widgeon grass,Ruppia cirrhosa,Threatened,Iowa
Bog willow,Salix pedicellaris,Threatened,Iowa
Leathery grapefern,Sceptridium multifidum,Threatened,Iowa
Low nutrush,Scleria verticillata,Threatened,Iowa
Buffaloberry,Sheperdia argentea,Threatened,Iowa
Scarlet globemallow,Sphaeralcea coccinea,Threatened,Iowa
Rush aster,Symphyotrichum boreale,Threatened,Iowa
Large arrowgrass,Triglochin maritima,Threatened,Iowa
Small arrowgrass,Triglochin palustris,Threatened,Iowa
Black arrowwood,Viburnum molle,Threatened,Iowa
Lance-leaved violet,Viola lanceolata,Threatened,Iowa
Macloskey’s violet,Viola macloskeyi,Threatened,Iowa
Kidney-leaved violet,Viola renifolia,Threatened,Iowa
Summer grape,Vitis aestivalis,Threatened,Iowa
Yellow-eyed grass,Xyris torta,Threatened,Iowa
Spotted Darter,Nothonotus maculatus,T,Kentucky
Longhead Darter,Percina macrocephala,E,Kentucky
Slender Madtom,Noturus exilis,E,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Peregrine Falcon,Falco peregrinus,E,Kentucky
American Coot,Fulica americana,E,Kentucky
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Little Blue Heron,Egretta caerulea,E,Kentucky
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Short-eared Owl,Asio flammeus,E,Kentucky
Pocketbook,Lampsilis ovata,E,Kentucky
Little Spectaclecase,Leaunio lienosus,T,Kentucky
Kentucky Creekshell,Leaunio ortmanni,E,Kentucky
Rabbitsfoot,Theliderma cylindrica,E,Kentucky
Purple Lilliput,Toxolasma lividum,E,Kentucky
Gray Myotis,Myotis grisescens,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Indiana Bat,Myotis sodalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Mountain Brook Lamprey,Ichthyomyzon greeleyi,T,Kentucky
Spotted Darter,Nothonotus maculatus,T,Kentucky
Longhead Darter,Percina macrocephala,E,Kentucky
Slender Madtom,Noturus exilis,E,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Fanshell,Cyprogenia stegaria,E,Kentucky
Snuffbox,Epioblasma triquetra,E,Kentucky
Longsolid,Fusconaia subrotunda,T,Kentucky
Pocketbook,Lampsilis ovata,E,Kentucky
Little Spectaclecase,Leaunio lienosus,T,Kentucky
Kentucky Creekshell,Leaunio ortmanni,E,Kentucky
Mountain Creekshell,Leaunio vanuxemensis,E,Kentucky
Clubshell,Pleurobema clava,E,Kentucky
Pyramid Pigtoe,Pleurobema rubrum,E,Kentucky
Rabbitsfoot,Theliderma cylindrica,E,Kentucky
Purple Lilliput,Toxolasma lividum,E,Kentucky
Gray Myotis,Myotis grisescens,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Indiana Bat,Myotis sodalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Mountain Brook Lamprey,Ichthyomyzon greeleyi,T,Kentucky
American Brook Lamprey,Lethenteron appendix,T,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
